fips2010,fmr_0,fmr_1,fmr_2,fmr_3,fmr_4,state,metro_code,areaname,county,cousub,countyname,county_town_name,pop2010,acs_2017_2,state_alpha,fmr_type,metro,fmr_pct_chg,fmr_dollar_chg
900735230,752,929,1158,1452,1620,9,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",7,35230,Middlesex County,Haddam town,8346.0,1212,CT,40,1,-0.0445544554455446,-54
900740710,884,1042,1386,2016,2441,9,METRO25540MM5480,"Southern Middlesex County, CT HUD Metro FMR Area",7,40710,Middlesex County,Killingworth town,6525.0,1367,CT,40,1,0.013899049012436,19
900747080,752,929,1158,1452,1620,9,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",7,47080,Middlesex County,Middlefield town,4425.0,1212,CT,40,1,-0.0445544554455446,-54
900747360,752,929,1158,1452,1620,9,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",7,47360,Middlesex County,Middletown town,47648.0,1212,CT,40,1,-0.0445544554455446,-54
900757320,884,1042,1386,2016,2441,9,METRO25540MM5480,"Southern Middlesex County, CT HUD Metro FMR Area",7,57320,Middlesex County,Old Saybrook town,10242.0,1367,CT,40,1,0.013899049012436,19
900761800,752,929,1158,1452,1620,9,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",7,61800,Middlesex County,Portland town,9508.0,1212,CT,40,1,-0.0445544554455446,-54
900781680,884,1042,1386,2016,2441,9,METRO25540MM5480,"Southern Middlesex County, CT HUD Metro FMR Area",7,81680,Middlesex County,Westbrook town,6938.0,1367,CT,40,1,0.013899049012436,19
900901220,913,1063,1310,1642,1942,9,METRO35300MM1160,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",9,1220,New Haven County,Ansonia town,19249.0,1295,CT,40,1,0.0115830115830116,15
900903250,913,1063,1310,1642,1942,9,METRO35300MM1160,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",9,3250,New Haven County,Beacon Falls town,6049.0,1295,CT,40,1,0.0115830115830116,15
900904580,965,1074,1299,1662,1979,9,METRO35300MM5480,"New Haven-Meriden, CT HUD Metro FMR Area",9,4580,New Haven County,Bethany town,5563.0,1325,CT,40,1,-0.019622641509434,-26
900907310,965,1074,1299,1662,1979,9,METRO35300MM5480,"New Haven-Meriden, CT HUD Metro FMR Area",9,7310,New Haven County,Branford town,28026.0,1325,CT,40,1,-0.019622641509434,-26
900914160,965,1074,1299,1662,1979,9,METRO35300MM5480,"New Haven-Meriden, CT HUD Metro FMR Area",9,14160,New Haven County,Cheshire town,29261.0,1325,CT,40,1,-0.019622641509434,-26
900919550,913,1063,1310,1642,1942,9,METRO35300MM1160,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",9,19550,New Haven County,Derby town,12902.0,1295,CT,40,1,0.0115830115830116,15
900922910,965,1074,1299,1662,1979,9,METRO35300MM5480,"New Haven-Meriden, CT HUD Metro FMR Area",9,22910,New Haven County,East Haven town,29257.0,1325,CT,40,1,-0.019622641509434,-26
900934950,965,1074,1299,1662,1979,9,METRO35300MM5480,"New Haven-Meriden, CT HUD Metro FMR Area",9,34950,New Haven County,Guilford town,22375.0,1325,CT,40,1,-0.019622641509434,-26
900935650,965,1074,1299,1662,1979,9,METRO35300MM5480,"New Haven-Meriden, CT HUD Metro FMR Area",9,35650,New Haven County,Hamden town,60960.0,1325,CT,40,1,-0.019622641509434,-26
900944560,965,1074,1299,1662,1979,9,METRO35300MM5480,"New Haven-Meriden, CT HUD Metro FMR Area",9,44560,New Haven County,Madison town,18269.0,1325,CT,40,1,-0.019622641509434,-26
900946520,965,1074,1299,1662,1979,9,METRO35300MM5480,"New Haven-Meriden, CT HUD Metro FMR Area",9,46520,New Haven County,Meriden town,60868.0,1325,CT,40,1,-0.019622641509434,-26
900946940,669,852,1049,1315,1442,9,METRO35300MM8880,"Waterbury, CT HUD Metro FMR Area",9,46940,New Haven County,Middlebury town,7575.0,994,CT,40,1,0.0553319919517103,55
900947535,913,1063,1310,1642,1942,9,METRO35300MM1160,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",9,47535,New Haven County,Milford town,52759.0,1295,CT,40,1,0.0115830115830116,15
900949950,669,852,1049,1315,1442,9,METRO35300MM8880,"Waterbury, CT HUD Metro FMR Area",9,49950,New Haven County,Naugatuck town,31862.0,994,CT,40,1,0.0553319919517103,55
900952070,965,1074,1299,1662,1979,9,METRO35300MM5480,"New Haven-Meriden, CT HUD Metro FMR Area",9,52070,New Haven County,New Haven town,129779.0,1325,CT,40,1,-0.019622641509434,-26
900953890,965,1074,1299,1662,1979,9,METRO35300MM5480,"New Haven-Meriden, CT HUD Metro FMR Area",9,53890,New Haven County,North Branford town,14407.0,1325,CT,40,1,-0.019622641509434,-26
900954870,965,1074,1299,1662,1979,9,METRO35300MM5480,"New Haven-Meriden, CT HUD Metro FMR Area",9,54870,New Haven County,North Haven town,24093.0,1325,CT,40,1,-0.019622641509434,-26
900957600,965,1074,1299,1662,1979,9,METRO35300MM5480,"New Haven-Meriden, CT HUD Metro FMR Area",9,57600,New Haven County,Orange town,13956.0,1325,CT,40,1,-0.019622641509434,-26
900958300,913,1063,1310,1642,1942,9,METRO35300MM1160,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",9,58300,New Haven County,Oxford town,12683.0,1295,CT,40,1,0.0115830115830116,15
900962290,669,852,1049,1315,1442,9,METRO35300MM8880,"Waterbury, CT HUD Metro FMR Area",9,62290,New Haven County,Prospect town,9405.0,994,CT,40,1,0.0553319919517103,55
900967610,913,1063,1310,1642,1942,9,METRO35300MM1160,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",9,67610,New Haven County,Seymour town,16540.0,1295,CT,40,1,0.0115830115830116,15
900969640,669,852,1049,1315,1442,9,METRO35300MM8880,"Waterbury, CT HUD Metro FMR Area",9,69640,New Haven County,Southbury town,19904.0,994,CT,40,1,0.0553319919517103,55
900978740,965,1074,1299,1662,1979,9,METRO35300MM5480,"New Haven-Meriden, CT HUD Metro FMR Area",9,78740,New Haven County,Wallingford town,45135.0,1325,CT,40,1,-0.019622641509434,-26
900980070,669,852,1049,1315,1442,9,METRO35300MM8880,"Waterbury, CT HUD Metro FMR Area",9,80070,New Haven County,Waterbury town,110366.0,994,CT,40,1,0.0553319919517103,55
900982870,965,1074,1299,1662,1979,9,METRO35300MM5480,"New Haven-Meriden, CT HUD Metro FMR Area",9,82870,New Haven County,West Haven town,55564.0,1325,CT,40,1,-0.019622641509434,-26
900987560,669,852,1049,1315,1442,9,METRO35300MM8880,"Waterbury, CT HUD Metro FMR Area",9,87560,New Haven County,Wolcott town,16680.0,994,CT,40,1,0.0553319919517103,55
900987700,965,1074,1299,1662,1979,9,METRO35300MM5480,"New Haven-Meriden, CT HUD Metro FMR Area",9,87700,New Haven County,Woodbridge town,8990.0,1325,CT,40,1,-0.019622641509434,-26
901106820,840,928,1190,1575,1837,9,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",11,6820,New London County,Bozrah town,2627.0,1077,CT,40,1,0.104921077065924,113
901115910,904,971,1291,1791,1932,9,METRO35980MM3280,"Colchester-Lebanon, CT HUD Metro FMR Area",11,15910,New London County,Colchester town,16068.0,1150,CT,40,1,0.122608695652174,141
901123400,840,928,1190,1575,1837,9,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",11,23400,New London County,East Lyme town,19159.0,1077,CT,40,1,0.104921077065924,113
901129910,840,928,1190,1575,1837,9,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",11,29910,New London County,Franklin town,1922.0,1077,CT,40,1,0.104921077065924,113
901133900,840,928,1190,1575,1837,9,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",11,33900,New London County,Griswold town,11951.0,1077,CT,40,1,0.104921077065924,113
901134250,840,928,1190,1575,1837,9,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",11,34250,New London County,Groton town,40115.0,1077,CT,40,1,0.104921077065924,113
901142390,904,971,1291,1791,1932,9,METRO35980MM3280,"Colchester-Lebanon, CT HUD Metro FMR Area",11,42390,New London County,Lebanon town,7308.0,1150,CT,40,1,0.122608695652174,141
901142600,840,928,1190,1575,1837,9,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",11,42600,New London County,Ledyard town,15051.0,1077,CT,40,1,0.104921077065924,113
901143230,840,928,1190,1575,1837,9,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",11,43230,New London County,Lisbon town,4338.0,1077,CT,40,1,0.104921077065924,113
901144210,840,928,1190,1575,1837,9,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",11,44210,New London County,Lyme town,2406.0,1077,CT,40,1,0.104921077065924,113
901148900,840,928,1190,1575,1837,9,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",11,48900,New London County,Montville town,19571.0,1077,CT,40,1,0.104921077065924,113
901152350,840,928,1190,1575,1837,9,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",11,52350,New London County,New London town,27620.0,1077,CT,40,1,0.104921077065924,113
901155500,840,928,1190,1575,1837,9,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",11,55500,New London County,North Stonington town,5297.0,1077,CT,40,1,0.104921077065924,113
901156270,840,928,1190,1575,1837,9,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",11,56270,New London County,Norwich town,40493.0,1077,CT,40,1,0.104921077065924,113
901157040,840,928,1190,1575,1837,9,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",11,57040,New London County,Old Lyme town,7603.0,1077,CT,40,1,0.104921077065924,113
901162150,840,928,1190,1575,1837,9,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",11,62150,New London County,Preston town,4726.0,1077,CT,40,1,0.104921077065924,113
901166210,840,928,1190,1575,1837,9,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",11,66210,New London County,Salem town,4151.0,1077,CT,40,1,0.104921077065924,113
901171670,840,928,1190,1575,1837,9,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",11,71670,New London County,Sprague town,2984.0,1077,CT,40,1,0.104921077065924,113
901173770,840,928,1190,1575,1837,9,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",11,73770,New London County,Stonington town,18545.0,1077,CT,40,1,0.104921077065924,113
901178600,840,928,1190,1575,1837,9,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",11,78600,New London County,Voluntown town,2603.0,1077,CT,40,1,0.104921077065924,113
901180280,840,928,1190,1575,1837,9,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",11,80280,New London County,Waterford town,19517.0,1077,CT,40,1,0.104921077065924,113
901301080,752,929,1158,1452,1620,9,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",13,1080,Tolland County,Andover town,3303.0,1212,CT,40,1,-0.0445544554455446,-54
901306260,752,929,1158,1452,1620,9,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",13,6260,Tolland County,Bolton town,4980.0,1212,CT,40,1,-0.0445544554455446,-54
901316400,752,929,1158,1452,1620,9,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",13,16400,Tolland County,Columbia town,5485.0,1212,CT,40,1,-0.0445544554455446,-54
901317800,752,929,1158,1452,1620,9,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",13,17800,Tolland County,Coventry town,12435.0,1212,CT,40,1,-0.0445544554455446,-54
901325360,752,929,1158,1452,1620,9,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",13,25360,Tolland County,Ellington town,15602.0,1212,CT,40,1,-0.0445544554455446,-54
901337910,752,929,1158,1452,1620,9,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",13,37910,Tolland County,Hebron town,9686.0,1212,CT,40,1,-0.0445544554455446,-54
901344910,752,929,1158,1452,1620,9,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",13,44910,Tolland County,Mansfield town,26543.0,1212,CT,40,1,-0.0445544554455446,-54
901369220,752,929,1158,1452,1620,9,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",13,69220,Tolland County,Somers town,11444.0,1212,CT,40,1,-0.0445544554455446,-54
901372090,752,929,1158,1452,1620,9,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",13,72090,Tolland County,Stafford town,12087.0,1212,CT,40,1,-0.0445544554455446,-54
901376290,752,929,1158,1452,1620,9,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",13,76290,Tolland County,Tolland town,15052.0,1212,CT,40,1,-0.0445544554455446,-54
901377830,752,929,1158,1452,1620,9,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",13,77830,Tolland County,Union town,854.0,1212,CT,40,1,-0.0445544554455446,-54
901378250,752,929,1158,1452,1620,9,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",13,78250,Tolland County,Vernon town,29179.0,1212,CT,40,1,-0.0445544554455446,-54
901385950,752,929,1158,1452,1620,9,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",13,85950,Tolland County,Willington town,6041.0,1212,CT,40,1,-0.0445544554455446,-54
901501430,861,903,1049,1315,1429,9,METRO49340N09015,"Windham County, CT HUD Metro FMR Area",15,1430,Windham County,Ashford town,4317.0,939,CT,40,1,0.117145899893504,110
901509190,861,903,1049,1315,1429,9,METRO49340N09015,"Windham County, CT HUD Metro FMR Area",15,9190,Windham County,Brooklyn town,8210.0,939,CT,40,1,0.117145899893504,110
901512130,861,903,1049,1315,1429,9,METRO49340N09015,"Windham County, CT HUD Metro FMR Area",15,12130,Windham County,Canterbury town,5132.0,939,CT,40,1,0.117145899893504,110
901513810,861,903,1049,1315,1429,9,METRO49340N09015,"Windham County, CT HUD Metro FMR Area",15,13810,Windham County,Chaplin town,2305.0,939,CT,40,1,0.117145899893504,110
901521860,861,903,1049,1315,1429,9,METRO49340N09015,"Windham County, CT HUD Metro FMR Area",15,21860,Windham County,Eastford town,1749.0,939,CT,40,1,0.117145899893504,110
901536000,861,903,1049,1315,1429,9,METRO49340N09015,"Windham County, CT HUD Metro FMR Area",15,36000,Windham County,Hampton town,1863.0,939,CT,40,1,0.117145899893504,110
901540500,861,903,1049,1315,1429,9,METRO49340N09015,"Windham County, CT HUD Metro FMR Area",15,40500,Windham County,Killingly town,17370.0,939,CT,40,1,0.117145899893504,110
901559980,861,903,1049,1315,1429,9,METRO49340N09015,"Windham County, CT HUD Metro FMR Area",15,59980,Windham County,Plainfield town,15405.0,939,CT,40,1,0.117145899893504,110
901561030,861,903,1049,1315,1429,9,METRO49340N09015,"Windham County, CT HUD Metro FMR Area",15,61030,Windham County,Pomfret town,4247.0,939,CT,40,1,0.117145899893504,110
901562710,861,903,1049,1315,1429,9,METRO49340N09015,"Windham County, CT HUD Metro FMR Area",15,62710,Windham County,Putnam town,9584.0,939,CT,40,1,0.117145899893504,110
901567400,861,903,1049,1315,1429,9,METRO49340N09015,"Windham County, CT HUD Metro FMR Area",15,67400,Windham County,Scotland town,1726.0,939,CT,40,1,0.117145899893504,110
901573420,861,903,1049,1315,1429,9,METRO49340N09015,"Windham County, CT HUD Metro FMR Area",15,73420,Windham County,Sterling town,3830.0,939,CT,40,1,0.117145899893504,110
901575870,861,903,1049,1315,1429,9,METRO49340N09015,"Windham County, CT HUD Metro FMR Area",15,75870,Windham County,Thompson town,9458.0,939,CT,40,1,0.117145899893504,110
901586790,861,903,1049,1315,1429,9,METRO49340N09015,"Windham County, CT HUD Metro FMR Area",15,86790,Windham County,Windham town,25268.0,939,CT,40,1,0.117145899893504,110
901588190,861,903,1049,1315,1429,9,METRO49340N09015,"Windham County, CT HUD Metro FMR Area",15,88190,Windham County,Woodstock town,7964.0,939,CT,40,1,0.117145899893504,110
1000199999,771,809,933,1359,1644,10,METRO20100M20100,"Dover, DE MSA",1,99999,Kent County,Kent County,162310.0,1037,DE,40,1,-0.100289296046287,-104
1000399999,883,1047,1266,1587,1787,10,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",3,99999,New Castle County,New Castle County,538479.0,1211,DE,50,1,0.0454170107349298,55
1000599999,596,691,900,1309,1471,10,METRO41540N10005,"Sussex County, DE HUD Metro FMR Area",5,99999,Sussex County,Sussex County,197145.0,915,DE,40,1,-0.0163934426229508,-15
1100199999,1504,1561,1793,2353,2902,11,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",1,99999,District of Columbia,District of Columbia,601723.0,1746,DC,50,1,0.0269186712485682,47
1200199999,648,725,894,1174,1326,12,METRO23540M23540,"Gainesville, FL MSA",1,99999,Alachua County,Alachua County,247336.0,878,FL,40,1,0.0182232346241458,16
1200399999,473,632,741,929,1247,12,METRO27260N12003,"Baker County, FL HUD Metro FMR Area",3,99999,Baker County,Baker County,27115.0,752,FL,40,1,-0.0146276595744681,-11
1200599999,731,857,995,1421,1617,12,METRO37460M37460,"Panama City-Lynn Haven-Panama City Beach, FL HUD Metro FMR Area",5,99999,Bay County,Bay County,168852.0,949,FL,40,1,0.0484720758693361,46
1200799999,563,597,686,986,1074,12,NCNTY12007N12007,"Bradford County, FL",7,99999,Bradford County,Bradford County,28520.0,652,FL,40,0,0.0521472392638037,34
1200999999,649,803,1018,1405,1726,12,METRO37340M37340,"Palm Bay-Melbourne-Titusville, FL MSA",9,99999,Brevard County,Brevard County,543376.0,884,FL,40,1,0.15158371040724,134
1201199999,889,1086,1387,2015,2443,12,METRO33100MM2680,"Fort Lauderdale, FL HUD Metro FMR Area",11,99999,Broward County,Broward County,1748066.0,1307,FL,40,1,0.0612088752869166,80
1201399999,563,597,686,975,978,12,NCNTY12013N12013,"Calhoun County, FL",13,99999,Calhoun County,Calhoun County,14625.0,652,FL,40,0,0.0521472392638037,34
1201599999,642,671,885,1250,1559,12,METRO39460M39460,"Punta Gorda, FL MSA",15,99999,Charlotte County,Charlotte County,159978.0,878,FL,40,1,0.00797266514806378,7
1201799999,596,600,798,1105,1398,12,METRO26140M26140,"Homosassa Springs, FL MSA",17,99999,Citrus County,Citrus County,141236.0,766,FL,40,1,0.0417754569190601,32
1201999999,604,775,947,1248,1590,12,METRO27260M27260,"Jacksonville, FL HUD Metro FMR Area",19,99999,Clay County,Clay County,190865.0,969,FL,40,1,-0.022703818369453,-22
1202199999,778,996,1220,1630,1978,12,METRO34940M34940,"Naples-Immokalee-Marco Island, FL MSA",21,99999,Collier County,Collier County,321520.0,1195,FL,40,1,0.0209205020920502,25
1202399999,585,667,784,1026,1095,12,NCNTY12023N12023,"Columbia County, FL",23,99999,Columbia County,Columbia County,67531.0,740,FL,40,0,0.0594594594594595,44
1202799999,540,544,723,1012,1015,12,NCNTY12027N12027,"DeSoto County, FL",27,99999,DeSoto County,DeSoto County,34862.0,673,FL,40,0,0.0742942050520059,50
1202999999,563,597,686,860,969,12,NCNTY12029N12029,"Dixie County, FL",29,99999,Dixie County,Dixie County,16422.0,652,FL,40,0,0.0521472392638037,34
1203199999,604,775,947,1248,1590,12,METRO27260M27260,"Jacksonville, FL HUD Metro FMR Area",31,99999,Duval County,Duval County,864263.0,969,FL,40,1,-0.022703818369453,-22
1203399999,702,706,846,1186,1490,12,METRO37860M37860,"Pensacola-Ferry Pass-Brent, FL MSA",33,99999,Escambia County,Escambia County,297619.0,897,FL,40,1,-0.0568561872909699,-51
1203599999,811,816,967,1299,1462,12,METRO19660M37380,"Palm Coast, FL HUD Metro FMR Area",35,99999,Flagler County,Flagler County,95696.0,1028,FL,40,1,-0.0593385214007782,-61
1203799999,643,683,784,1010,1381,12,NCNTY12037N12037,"Franklin County, FL",37,99999,Franklin County,Franklin County,11549.0,734,FL,40,0,0.0681198910081744,50
1203999999,728,771,958,1279,1413,12,METRO45220M45220,"Tallahassee, FL HUD Metro FMR Area",39,99999,Gadsden County,Gadsden County,46389.0,917,FL,40,1,0.044711014176663,41
1204199999,648,725,894,1174,1326,12,METRO23540M23540,"Gainesville, FL MSA",41,99999,Gilchrist County,Gilchrist County,16939.0,878,FL,40,1,0.0182232346241458,16
1204399999,586,589,784,983,1068,12,NCNTY12043N12043,"Glades County, FL",43,99999,Glades County,Glades County,12884.0,730,FL,40,0,0.073972602739726,54
1204599999,662,674,890,1122,1372,12,METRO37460N12045,"Gulf County, FL HUD Metro FMR Area",45,99999,Gulf County,Gulf County,15863.0,869,FL,40,1,0.0241657077100115,21
1204799999,512,516,686,933,934,12,NCNTY12047N12047,"Hamilton County, FL",47,99999,Hamilton County,Hamilton County,14799.0,652,FL,40,0,0.0521472392638037,34
1204999999,563,597,686,998,1157,12,NCNTY12049N12049,"Hardee County, FL",49,99999,Hardee County,Hardee County,27731.0,652,FL,40,0,0.0521472392638037,34
1205199999,628,632,823,1066,1121,12,NCNTY12051N12051,"Hendry County, FL",51,99999,Hendry County,Hendry County,39140.0,768,FL,40,0,0.0716145833333333,55
1205399999,765,842,1045,1373,1656,12,METRO45300M45300,"Tampa-St. Petersburg-Clearwater, FL MSA",53,99999,Hernando County,Hernando County,172778.0,1014,FL,40,1,0.0305719921104536,31
1205599999,504,594,790,1060,1107,12,METRO42700M42700,"Sebring, FL MSA",55,99999,Highlands County,Highlands County,98786.0,745,FL,40,1,0.0604026845637584,45
1205799999,765,842,1045,1373,1656,12,METRO45300M45300,"Tampa-St. Petersburg-Clearwater, FL MSA",57,99999,Hillsborough County,Hillsborough County,1229226.0,1014,FL,40,1,0.0305719921104536,31
1205999999,581,597,686,860,1208,12,NCNTY12059N12059,"Holmes County, FL",59,99999,Holmes County,Holmes County,19927.0,652,FL,40,0,0.0521472392638037,34
1206199999,589,744,892,1267,1440,12,METRO42680M42680,"Sebastian-Vero Beach, FL MSA",61,99999,Indian River County,Indian River County,138028.0,846,FL,40,1,0.0543735224586288,46
1206399999,479,597,686,936,975,12,NCNTY12063N12063,"Jackson County, FL",63,99999,Jackson County,Jackson County,49746.0,652,FL,40,0,0.0521472392638037,34
1206599999,728,771,958,1279,1413,12,METRO45220M45220,"Tallahassee, FL HUD Metro FMR Area",65,99999,Jefferson County,Jefferson County,14761.0,917,FL,40,1,0.044711014176663,41
1206799999,563,597,686,998,1208,12,NCNTY12067N12067,"Lafayette County, FL",67,99999,Lafayette County,Lafayette County,8870.0,652,FL,40,0,0.0521472392638037,34
1206999999,849,919,1096,1458,1745,12,METRO36740M36740,"Orlando-Kissimmee-Sanford, FL MSA",69,99999,Lake County,Lake County,297052.0,1002,FL,40,1,0.093812375249501,94
1207199999,701,773,956,1240,1415,12,METRO15980M15980,"Cape Coral-Fort Myers, FL MSA",71,99999,Lee County,Lee County,618754.0,920,FL,40,1,0.0391304347826087,36
1207399999,728,771,958,1279,1413,12,METRO45220M45220,"Tallahassee, FL HUD Metro FMR Area",73,99999,Leon County,Leon County,275487.0,917,FL,40,1,0.044711014176663,41
1207599999,533,537,686,940,1048,12,NCNTY12075N12075,"Levy County, FL",75,99999,Levy County,Levy County,40801.0,652,FL,40,0,0.0521472392638037,34
1207799999,563,597,686,917,978,12,NCNTY12077N12077,"Liberty County, FL",77,99999,Liberty County,Liberty County,8365.0,652,FL,40,0,0.0521472392638037,34
1207999999,445,597,686,887,978,12,NCNTY12079N12079,"Madison County, FL",79,99999,Madison County,Madison County,19224.0,652,FL,40,0,0.0521472392638037,34
1208199999,766,841,1078,1473,1774,12,METRO35840M35840,"North Port-Sarasota-Bradenton, FL MSA",81,99999,Manatee County,Manatee County,322833.0,1063,FL,40,1,0.0141110065851364,15
1208399999,602,674,815,1092,1191,12,METRO36100M36100,"Ocala, FL MSA",83,99999,Marion County,Marion County,331298.0,820,FL,40,1,-0.00609756097560976,-5
1208599999,786,825,1032,1444,1776,12,METRO38940M38940,"Port St. Lucie, FL MSA",85,99999,Martin County,Martin County,146318.0,1034,FL,40,1,-0.00193423597678917,-2
1208699999,871,1066,1351,1796,2173,12,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",86,99999,Miami-Dade County,Miami-Dade County,2496435.0,1295,FL,40,1,0.0432432432432432,56
1208799999,960,1139,1514,1914,2514,12,NCNTY12087N12087,"Monroe County, FL",87,99999,Monroe County,Monroe County,73090.0,1682,FL,40,0,-0.0998810939357907,-168
1208999999,604,775,947,1248,1590,12,METRO27260M27260,"Jacksonville, FL HUD Metro FMR Area",89,99999,Nassau County,Nassau County,73314.0,969,FL,40,1,-0.022703818369453,-22
1209199999,849,858,1003,1431,1767,12,METRO18880M18880,"Crestview-Fort Walton Beach-Destin, FL HUD Metro FMR Area",91,99999,Okaloosa County,Okaloosa County,180822.0,961,FL,40,1,0.0437044745057232,42
1209399999,565,569,746,988,1016,12,NCNTY12093N12093,"Okeechobee County, FL",93,99999,Okeechobee County,Okeechobee County,39996.0,688,FL,40,0,0.0843023255813953,58
1209599999,849,919,1096,1458,1745,12,METRO36740M36740,"Orlando-Kissimmee-Sanford, FL MSA",95,99999,Orange County,Orange County,1145956.0,1002,FL,40,1,0.093812375249501,94
1209799999,849,919,1096,1458,1745,12,METRO36740M36740,"Orlando-Kissimmee-Sanford, FL MSA",97,99999,Osceola County,Osceola County,268685.0,1002,FL,40,1,0.093812375249501,94
1209999999,912,1136,1422,1943,2273,12,METRO33100MM8960,"West Palm Beach-Boca Raton, FL HUD Metro FMR Area",99,99999,Palm Beach County,Palm Beach County,1320134.0,1370,FL,50,1,0.037956204379562,52
1210199999,765,842,1045,1373,1656,12,METRO45300M45300,"Tampa-St. Petersburg-Clearwater, FL MSA",101,99999,Pasco County,Pasco County,464697.0,1014,FL,40,1,0.0305719921104536,31
1210399999,765,842,1045,1373,1656,12,METRO45300M45300,"Tampa-St. Petersburg-Clearwater, FL MSA",103,99999,Pinellas County,Pinellas County,916542.0,1014,FL,40,1,0.0305719921104536,31
1210599999,648,652,859,1135,1423,12,METRO29460M29460,"Lakeland-Winter Haven, FL MSA",105,99999,Polk County,Polk County,602095.0,838,FL,40,1,0.0250596658711217,21
1210799999,587,603,693,899,990,12,NCNTY12107N12107,"Putnam County, FL",107,99999,Putnam County,Putnam County,74364.0,698,FL,40,0,-0.00716332378223496,-5
1210999999,604,775,947,1248,1590,12,METRO27260M27260,"Jacksonville, FL HUD Metro FMR Area",109,99999,St. Johns County,St. Johns County,190039.0,969,FL,40,1,-0.022703818369453,-22
1211199999,786,825,1032,1444,1776,12,METRO38940M38940,"Port St. Lucie, FL MSA",111,99999,St. Lucie County,St. Lucie County,277789.0,1034,FL,40,1,-0.00193423597678917,-2
1211399999,702,706,846,1186,1490,12,METRO37860M37860,"Pensacola-Ferry Pass-Brent, FL MSA",113,99999,Santa Rosa County,Santa Rosa County,151372.0,897,FL,40,1,-0.0568561872909699,-51
1211599999,766,841,1078,1473,1774,12,METRO35840M35840,"North Port-Sarasota-Bradenton, FL MSA",115,99999,Sarasota County,Sarasota County,379448.0,1063,FL,40,1,0.0141110065851364,15
1211799999,849,919,1096,1458,1745,12,METRO36740M36740,"Orlando-Kissimmee-Sanford, FL MSA",117,99999,Seminole County,Seminole County,422718.0,1002,FL,40,1,0.093812375249501,94
1211999999,549,593,757,1083,1087,12,METRO45540M45540,"The Villages, FL MSA",119,99999,Sumter County,Sumter County,93420.0,734,FL,40,1,0.0313351498637602,23
1212199999,563,597,686,998,1144,12,NCNTY12121N12121,"Suwannee County, FL",121,99999,Suwannee County,Suwannee County,41551.0,652,FL,40,0,0.0521472392638037,34
